產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-109年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-108年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-109年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-108年,非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明
其他電子業,2474,可成,3017365,4512,669,663,574,570,27.65,1179,6.63,,V,,電子業產品因生產週期及型態不同，人力結構組成就不相同，台灣可成直接人力佔全公司比重約67%，因此在年薪呈現上會較其他電子業在台灣是以研發為主的公司低。
電子零組件業,2476,鉅祥,432726,648,668,680,587,579,1.55,851,5.15,,,,
其他電子業,2477,美隆電,122857,160,768,849,670,759,0.92,1179,6.63,,,,
電子零組件業,2478,大毅,477109,722,661,594,505,458,4.7,851,5.15,,,,
資訊服務業,2480,敦陽科,441269,460,959,961,891,888,4.68,917,3.21,,,V,因應公司109年度在招募人才政策方向，趨向年輕化，及招募人才的職務類別人數，行政人員大於專業工程人員，基於不同職務敘薪使整體薪資有所調降。
半導體業,2481,強茂,866906,1260,688,569,556,473,2.7,1412,9.78,,,,
其他電子業,2482,連宇,180576,250,722,673,612,565,-0.5,1179,6.63,,,,
電子零組件業,2483,百容,278793,570,489,465,430,386,0.76,851,5.15,V,,,"本公司員工人數570人,其中128人為外籍勞工佔22.5%,以致整體薪資未達新台幣50萬元"
電子零組件業,2484,希華,365494,684,534,509,493,466,1.02,851,5.15,,,,
通信網路業,2485,兆赫,556838,971,573,540,417,379,-0.48,1125,2.21,,,,
光電業,2486,一詮,429885,710,605,582,543,521,-0.75,889,1.04,,,,
其他電子業,2488,漢平,105801,142,745,711,625,608,2.27,1179,6.63,,,,
光電業,2489,瑞軒,391456,305,"1,283","1,048","1,128",926,0.68,889,1.04,,,,
光電業,2491,吉祥全,2338,4,585,564,545,521,1.5,889,1.04,,V,,本公司員工薪酬政策，依員工職責考核其個人績效表現及對公司之貢獻度，並考量公司營運狀況來給予相應之酬金。本公司非擔任主管職務之全時員工薪資平均數仍較108年度增加，未來將持續提升員工福址。
電子零組件業,2492,華新科,1825368,2388,764,676,583,483,13.66,851,5.15,,V,,本公司109年員工薪資平均數764仟元較108年員工薪資平均數676仟元成長13%。
電子零組件業,2493,揚博,244794,248,987,828,820,731,2.7,851,5.15,,,,
電腦及週邊設備業,2495,普安,367937,424,868,885,767,785,-0.24,1205,4.57,,,,
其他,2496,卓越,4206,7,601,607,660,548,3.3,855,3.23,,,,
汽車工業,2497,怡利電,245345,424,579,553,549,509,-0.69,737,5.25,,,,
通信網路業,2498,宏達電,2791877,2481,"1,125","1,097",886,790,-7.27,1125,2.21,,,,
建材營造,2501,國建,126522,122,"1,037","1,025",956,968,1.28,842,1.82,,,,
建材營造,2504,國產,487059,555,878,770,863,685,1.9,842,1.82,,,,
建材營造,2505,國揚,70030,51,"1,373",925,"1,271",851,7.58,842,1.82,,,,
建材營造,2506,太設,54723,67,817,706,770,670,-0.15,842,1.82,,,,
建材營造,2509,全坤建,34146,45,759,806,695,761,1.03,842,1.82,,,,
建材營造,2511,太子,150377,202,744,744,697,677,0.49,842,1.82,,,,
其他,2514,龍邦,25211,18,"1,401","1,178","1,011","1,019",3.05,855,3.23,,,,
建材營造,2515,中工,648321,907,715,709,644,641,0.4,842,1.82,,,,
建材營造,2516,新建,464773,713,652,666,585,614,-3.11,842,1.82,,,,
建材營造,2520,冠德,112550,71,"1,585",964,"1,391",884,6.8,842,1.82,,,,
建材營造,2524,京城,29615,29,"1,021",949,964,852,4.48,842,1.82,,,,
建材營造,2527,宏璟,23792,29,820,791,807,808,1.49,842,1.82,,,,
建材營造,2528,皇普,25719,41,627,654,689,653,-0.73,842,1.82,,,,
建材營造,2530,華建,21520,22,978,"1,015",867,977,-0.32,842,1.82,,,,
建材營造,2534,宏盛,42470,62,685,751,652,692,1.12,842,1.82,,,,
建材營造,2535,達欣工,563655,496,"1,136","1,032","1,043",963,3.74,842,1.82,,,,
建材營造,2536,宏普,20182,17,"1,187","1,335","1,171","1,139",1.84,842,1.82,,,V,因人數減少是全時員工離職變動新進人員未達六個月得不列入全時員工之統計範圍，所以影響109年度薪資平均數較前一年度減少。
建材營造,2537,聯上發,19034,23,828,760,783,629,0.59,842,1.82,,,,
建材營造,2538,基泰,5144,5,"1,029","1,076","1,320","1,159",-0.32,842,1.82,,,V,"1.本公司109年度仍呈虧損，薪酬相較前一年度並無重大變動。
2.非擔任主管職務全時員工薪資平均數較前一年度減少，主係109年度有員工退休及離職，且其中異動員工有高薪員工所致。"
建材營造,2539,櫻花建,37050,45,823,851,675,650,1.48,842,1.82,,,,
建材營造,2540,愛山林,233789,90,"2,598","1,668","1,369",941,6.18,842,1.82,,,,
建材營造,2542,興富發,272541,275,991,997,727,753,2.11,842,1.82,,,,
建材營造,2543,皇昌,525576,897,586,555,502,452,0.15,842,1.82,,,,本公司申報109年度非擔任主管職務之全時員工薪資資訊檢查表如下：(1)外籍移工，占總員工的比例為38.4%，平均年薪425仟元。(2)本國籍員工為573人，平均年薪682仟元。(3)薪資中位數628仟元。
建材營造,2545,皇翔,39933,43,929,807,720,707,5.33,842,1.82,,,,
建材營造,2546,根基,527983,580,910,732,841,650,5.91,842,1.82,,,,
建材營造,2547,日勝生,122008,136,897,891,817,826,0.69,842,1.82,,,,
建材營造,2548,華固,97127,57,"1,704","1,851","1,549","1,767",10.05,842,1.82,,,,
建材營造,2597,潤弘,741904,768,966,922,777,700,7.48,842,1.82,,,,
貿易百貨,2601,益航,28621,35,818,887,719,841,-0.42,838,3.32,,,,
航運業,2603,長榮,2787475,1795,"1,553","1,083","1,428",948,5.06,1095,1.63,,,,
航運業,2605,新興,52907,36,"1,470","1,394","1,349","1,360",0.24,1095,1.63,,,,
航運業,2606,裕民,269520,212,"1,271","1,287","1,115","1,142",1.04,1095,1.63,,,,
航運業,2607,榮運,862949,1032,836,833,822,820,0.64,1095,1.63,,,,
航運業,2608,嘉里大榮,2866853,4293,668,652,651,636,3.21,1095,1.63,,V,,本公司雖屬航運業，但以陸地為營運主軸。陸運業者所需人力較多為基層勞力人員，與航運、空運業者是以高技術含量之專業員工佔居多數顯著不同。因此本公司非擔任主管職務之全時員工平均薪資本就難高於航運、空運業者。
航運業,2609,陽明,2052787,1494,"1,374","1,037","1,243",914,4.51,1095,1.63,,,,
航運業,2610,華航,15087426,10035,"1,503","1,655",990,"1,221",0.03,1095,1.63,,,V,受新冠肺炎疫情影響客運大幅減班，109年二~四月主管減薪，五、六月全員減班休息減薪，故薪資平均數較前一年度減少。另因疫情影響獲得政府營運補助收入或減租等救濟措施，若扣除補助款109年虧損數將大於108年虧損。
航運業,2611,志信,21943,39,563,569,513,506,-0.1,1095,1.63,,,V,108年因認列存出保證金減損EPS為(0.71)元，109年無此情形EPS為(0.1)元。本公司109年有2位高薪員工晉升為經理人，致非擔任主管職務之全時員工平均薪資下降。員工薪資係參照市場薪資水平，僅年終獎金與EPS正相關。
航運業,2612,中航,57833,47,"1,230","1,155","1,116","1,085",1.67,1095,1.63,,,,
航運業,2613,中櫃,382641,702,545,597,539,582,0.23,1095,1.63,,,,
其他,2614,東森,246394,238,"1,035","1,013",942,898,0.94,855,3.23,,,,
航運業,2615,萬海,1607225,1019,"1,577","1,185","1,461","1,084",5.1,1095,1.63,,,,
油電燃氣業,2616,山隆,824111,1013,814,785,808,766,2.73,1117,0.99,,V,,本公司事業體包含運輸部門及油品部門，運輸部門主要員工為司機，其薪資結構和同業較不同，故薪資水準無法相比。
航運業,2617,台航,245151,215,"1,140","1,061",956,917,1.24,1095,1.63,,,,
航運業,2618,長榮航,9934661,8436,"1,178","1,522",681,"1,022",-0.69,1095,1.63,,,,
航運業,2630,亞航,624611,1015,615,651,585,612,0.32,1095,1.63,,,,
航運業,2633,台灣高鐵,4271281,4574,934,922,838,831,1.04,1095,1.63,,,,
航運業,2634,漢翔,4628424,5259,880,"1,025",751,896,0.42,1095,1.63,,,,
航運業,2636,台驊控股,186004,300,620,616,506,513,4.72,1095,1.63,,V,,本公司員工與同業員工組成結構差異很大，本公司同業大多為航空公司及船公司，其員工結構多為機師、空姐、船員，以及航太業專門技術人員等，屬於工時長、風險性高或技術門檻較高之職務，故其薪資原本就較一般公司高。
航運業,2642,宅配通,1101535,1876,587,581,558,557,2.19,1095,1.63,,V,,路線貨運公會成員包括：統一速達、新竹物流、嘉里大榮、通盈、祥億等及我司。證交所類別與路線貨運公會有差異。我司員工3.5頓貨車司機為主，市場行情年平均薪資42萬~48萬，109年平均薪58.7萬(108年58.1萬↑1.03%)
觀光餐旅,2701,萬企,7356,17,433,442,419,416,0.39,537,0.56,V,,,本公司營收來自租賃及育樂，租賃之招商、訂定係主管之職責，而育樂收入係受院線片強檔卡司陣容等因素影響。非主管之員工多從事一般事務工作，除有固定薪資保障外，並享有年終獎金、退休金、勞健保等一般員工福利。
觀光餐旅,2702,華園,35762,86,416,407,344,344,-2.45,537,0.56,V,,,員工核薪依薪資級距核訂，飯店業基層員工居多佔人力半數以上，且業界人員流動率高新進員工較多故拉低平均薪資。
觀光餐旅,2704,國賓,642398,1117,575,582,471,467,0.01,537,0.56,,,,
觀光餐旅,2705,六福,396671,875,453,462,394,371,-2.01,537,0.56,V,,V,"1.非擔任主管職務之薪資共484人，其中半數以上為未滿12個月員工年薪加總未足年度，因此產生平均數未達50萬的狀況。
2.飯店及遊樂園人力以基層人力為主，且任用實習生較多，其為法定基本工資，使平均薪資較低。"
觀光餐旅,2706,第一店,13025,31,420,426,389,397,0.32,537,0.56,V,,,本公司營業收入來自租賃及旅遊，租賃之作業由主管負責，旅遊收入係受大環境及政府政策推動所影響。本公司非主管員工係從事一般基本工作，除有固定薪資保障，並享有津貼、員工酬勞、退休金、勞健保等福利。
觀光餐旅,2707,晶華,796576,1312,607,622,498,502,5.18,537,0.56,,,,
觀光餐旅,2712,遠雄來,149079,303,492,427,387,348,0.93,537,0.56,V,V,,"1.員工薪資依公司薪資架構核定
2.任用實習生人數約40名，其薪資為法定基本工資，使平均薪資較低
3.每年進行花蓮區同業薪資調查，使員工薪資具競爭力"
觀光餐旅,2722,夏都,157121,395,398,386,346,337,0.79,537,0.56,V,V,,本公司為旅館及餐館業，由於直接服務人員佔比高，且因配合政府推行大專院校建教實習合作，故非擔任主管職務之平均薪資較低。
觀光餐旅,2727,王品,1746680,2880,606,572,519,494,4.61,537,0.56,,,,
觀光餐旅,2731,雄獅,936035,1998,468,559,410,471,-5.9,537,0.56,V,,,因疫情109年出境旅遊全面取消，國旅7月復甦，公司仍基於照顧員工，維持固定月薪資，以保障基本生活所需。集團積極轉型深耕國內旅遊，並評估營業額與毛利率，提撥部份業績獎金予同仁，以達激勵業績成長與留才之目標。
觀光餐旅,2739,寒舍,782939,1455,538,567,454,478,-3.15,537,0.56,,,,
觀光餐旅,2748,雲品,363790,658,553,568,486,497,1.44,537,0.56,,V,,本公司營收以餐飲為主，薪資包含部份實習生所致。
金融保險業,2801,彰銀,7553613,6175,"1,223","1,290","1,133","1,176",0.68,1242,1.92,,,,
金融保險業,2809,京城銀,651684,824,791,756,723,695,4.9,1242,1.92,,V,,獲利係含投資收益，貢獻者之獎酬非本表範圍，本業獲利與同業相當。本行永續穩健提升獎酬，雖本年度資深員工退休數增加，新進資淺員工薪資相對較低，逾一成換血率壓低成長數，但薪資總額及平均薪資仍各有約5%的成長
金融保險業,2812,台中銀,2438883,2364,"1,032","1,061",867,939,1.03,1242,1.92,,,,
金融保險業,2816,旺旺保,1061067,1039,"1,021",986,793,768,3.14,1242,1.92,,V,,"金融保險業計有金控、銀行、證券、保險等，各家經營規模與股本差異甚大，故員工實質薪資不易有共同比較基礎。
本公司盈餘較去年減少，惟員工薪資、獎金仍較去年增加，與產險同業相較，本公司員工薪酬相對合理。"
金融保險業,2820,華票,199975,133,"1,504","1,475","1,316","1,275",1.18,1242,1.92,,,,
金融保險業,2832,台產,782994,825,949,946,715,708,1.9,1242,1.92,,,,
金融保險業,2834,臺企銀,5554944,4929,"1,127","1,158","1,007","1,029",0.63,1242,1.92,,,,
金融保險業,2836,高雄銀,1194224,1041,"1,147","1,137","1,065","1,127",0.68,1242,1.92,,,,
金融保險業,2838,聯邦銀,2833007,3685,769,773,669,661,0.96,1242,1.92,,,,
金融保險業,2845,遠東銀,2662887,2219,"1,200","1,205","1,046","1,040",0.73,1242,1.92,,,,
金融保險業,2849,安泰銀,1207068,1365,884,851,751,733,1.11,1242,1.92,,,,
金融保險業,2850,新產,1887009,1692,"1,115","1,073",857,872,5.16,1242,1.92,,V,,公司目標在創造客戶、員工及股東三贏，109年因疫情關係市場受影響，本公司幸策略因應得宜，整體經營受市場衝擊較小，並將績效回饋員工及股東，故員工平均薪資、獎金、酬勞均較前年度提昇，確實落實員工福祉政策。
金融保險業,2851,中再保,167739,120,"1,398","1,258","1,186","1,091",2.57,1242,1.92,,,,
金融保險業,2852,第一保,822369,808,"1,018",973,782,708,0.51,1242,1.92,,,,
金融保險業,2855,統一證,1856646,1342,"1,383",995,948,757,2.58,1242,1.92,,,,
金融保險業,2867,三商壽,1329030,1514,878,924,772,821,0.61,1242,1.92,,,,
金融保險業,2880,華南金,11368506,9489,"1,198","1,216","1,036","1,057",0.67,1242,1.92,,,,
金融保險業,2881,富邦金,19296189,14232,"1,356","1,293","1,091","1,042",8.54,1242,1.92,,,,
金融保險業,2882,國泰金,27313134,20226,"1,350","1,350","1,074","1,045",5.41,1242,1.92,,,,
金融保險業,2883,凱基金,9124492,7194,"1,268","1,118","1,026",917,0.87,1242,1.92,,,,
金融保險業,2884,玉山金,8847826,8109,"1,091","1,057","1,015",966,1.43,1242,1.92,,,,
金融保險業,2885,元大金,11650001,9130,"1,276","1,090","1,057",894,1.99,1242,1.92,,,,
金融保險業,2886,兆豐金,11206622,7856,"1,427","1,435","1,134","1,138",1.84,1242,1.92,,,,
金融保險業,2887,台新金,9259045,7476,"1,239","1,217",992,972,1.17,1242,1.92,,,,
金融保險業,2888,新光金,8585705,7969,"1,077",981,892,795,1.12,1242,1.92,,,,
金融保險業,2889,國票金,1532926,1319,"1,162","1,096",857,801,1.12,1242,1.92,,,,
金融保險業,2890,永豐金,8643572,7152,"1,209","1,133","1,018",968,1.09,1242,1.92,,,,
金融保險業,2891,中信金,18001093,12528,"1,437","1,438","1,165","1,154",2.15,1242,1.92,,,,
金融保險業,2892,第一金,9732868,8056,"1,208","1,243","1,103","1,133",1.31,1242,1.92,,,,
金融保險業,2897,王道銀行,872163,746,"1,169","1,189",986,"1,004",0.41,1242,1.92,,,,
貿易百貨,2901,欣欣,17438,26,671,747,605,691,0.19,838,3.32,,,,"本公司薪酬制度訂有各級薪資給予標準及獎金辦法，會依公司盈餘狀況及個人績效決定。
本公司非擔任主管職務之全時員工(110)薪水較前一年度(109)減少主要原因為:
資深退休員工與新進人員之薪水差異。"
貿易百貨,2903,遠百,929794,1301,715,713,669,659,1.38,838,3.32,,,,
其他,2904,匯僑,45321,59,768,780,699,675,2.31,855,3.23,,,V,民國109年非擔任主管職務之全時員工(以下簡稱M)平均調薪幅度約為3%，M薪資中位數及薪資總額皆較前一年度高，惟平均數低於前一年，主要係因為離職員工薪資平均數高於聘任新進員工之薪資平均數所致。
貿易百貨,2905,三商,1343175,1522,883,930,771,822,1.63,838,3.32,,,,
貿易百貨,2906,高林,62159,106,586,602,536,542,0.15,838,3.32,,,,
貿易百貨,2908,特力,308091,311,991,940,847,821,1.6,838,3.32,,,,
貿易百貨,2910,統領,38302,67,572,564,519,516,0.65,838,3.32,,,,
貿易百貨,2911,麗嬰房,356087,746,477,448,435,403,-1.72,838,3.32,V,,,本公司屬於勞力密集產業，基層作業員及銷售員佔76%。薪資包括本薪、獎金、加班費及員工酬勞，本薪佔70%與市場結構與水平相當，除符合法律規定的最低標準亦反應營運成本效益。109年度營運虧損，員工薪酬亦受影響。
貿易百貨,2912,統一超,5205955,5321,978,970,827,823,9.85,838,3.32,,,,
貿易百貨,2913,農林,162728,278,585,592,482,493,-0.02,838,3.32,,,V,"本公司非擔任主管職務之全時員工，因老員工相繼退休，而109年新增之員工多為基層、且給薪未滿12個月的新員工，因此造成薪資平均數減少。
本公司秉持共創價值、利潤分享之理念，持續優化同仁薪酬水準。"
貿易百貨,2915,潤泰全,270910,503,539,528,416,404,14.85,838,3.32,,V,,"本公司獲利中轉投資收益佔比較高,若排除轉投資收益則獲利未能優於同業;又所營零售服務及量販店等屬人力需求較高行業,因受景氣等因素的影響經營績效及員工薪酬亦受影響。本公司將盡力提升營運績效,增進員工福祉。"
電腦及週邊設備業,3002,歐格,27653,32,864,874,823,908,0.57,1205,4.57,,,,
電子零組件業,3003,健和興,358943,636,564,598,533,561,2.32,851,5.15,,,,
鋼鐵工業,3004,豐達科,296612,448,662,829,567,683,1.14,915,0.49,,V,,因應2020年全球疫情大爆發，造成各個產業都受到嚴重的衝擊，尤其是航太相關產業，使得公司的業績及產能受到影響，為了有效控制成本，依產能情形減少加班及調整班別，及獲利影響，才使員工的薪酬受到影響。
電腦及週邊設備業,3005,神基,921367,581,"1,586","1,620","1,373","1,403",4.4,1205,4.57,,,V,本公司109年度EPS較108年度增加，而非擔任主管職務之全時員工（年度）薪資平均數較前一年度減少，主係全時員工人數較去年度增加所致，其變動尚屬合理。
半導體業,3006,晶豪科,947665,450,"2,106","1,684","1,964","1,568",3.85,1412,9.78,,,,
光電業,3008,大立光,8659046,6877,"1,259","1,392",779,752,182.9,889,1.04,,,,"非擔任主管職務之全時員工薪資-
平均數 (不含外籍勞工):1624仟元
/人"
電子通路業,3010,華立,462850,340,"1,361","1,250","1,132","1,056",8.03,981,4.13,,,,
電子零組件業,3011,今皓,32853,48,684,808,537,546,-0.8,851,5.15,,,,
電腦及週邊設備業,3013,晟銘電,55682,68,819,840,798,831,0.4,1205,4.57,,,,
半導體業,3014,聯陽,871449,406,"2,146","1,807","2,026","1,712",5.83,1412,9.78,,,,
電子零組件業,3015,全漢,652534,719,908,801,735,650,3.55,851,5.15,,,,
半導體業,3016,嘉晶,488676,615,795,753,719,677,0.09,1412,9.78,,,,
電腦及週邊設備業,3017,奇鋐,479860,534,899,833,809,768,5.42,1205,4.57,,V,,本公司實施”績效承諾制度”，以績效結果，做為獎金，晉升、調薪之參考， 109年擴充台灣製造產能，雖然直接人數增加，平均薪資仍比去年成長。
其他電子業,3018,隆銘綠能,69748,108,646,482,617,449,-0.8,1179,6.63,,,,
光電業,3019,亞光,568877,755,753,769,647,656,1.41,889,1.04,,V,,"1.扣除外籍，本國員工薪資540,267仟元，人數676人，平均薪資799仟元。2.薪資中之員工酬勞係視實際經營績效並依章程所訂上限發放。惟該項金額受疫情使獲利較上年度減少而略減。綜合之，本國員工薪酬接近同業平均數。"
電子零組件業,3021,鴻名,101300,149,680,687,550,531,1.03,851,5.15,,,,
電腦及週邊設備業,3022,威強電,359260,428,839,849,776,786,5.64,1205,4.57,,V,V,係因本(109)年度公司本業經營獲利結果較前一(108)年度未有顯著成長，加上人力結構組成因在台生產需求有所變動(生產直間接員工比例增加)，致非經理人之全時員工薪資平均數較前一年度減少。
電子零組件業,3023,信邦,560662,807,695,708,504,566,9.08,851,5.15,,V,V,國內有工廠OP約占50 %，不宜與國內沒有工廠的公司評比。獲利81% 來自海外收益，來自國內EPS 1.56 低於同業平均。產線員工月平均薪33.5 K ， 比法定工資多9.5 K。IDL年均薪 936 K優於同業平均 。
光電業,3024,憶聲,33483,47,712,621,673,606,0.17,889,1.04,,,,
通信網路業,3025,星通,136016,142,958,894,789,739,1.11,1125,2.21,,,,
電子零組件業,3026,禾伸堂,764403,913,837,793,626,604,8.31,851,5.15,,V,,"本公司定期參酌產業人才市場薪資水準，衡量公司薪資在就業市場競爭力。
109年所申報非擔任主管職務的全時員工人數中，5成多員工為產線作業人員，因此薪資平均數837仟元低於同業水準851仟元。"
通信網路業,3027,盛達,79528,103,772,755,704,681,0.32,1125,2.21,,,,
電子通路業,3028,增你強,288973,297,973,811,858,719,2.21,981,4.13,,,,
資訊服務業,3029,零壹,232026,236,983,927,830,800,3.55,917,3.21,,,,公司每年提獲利4%作為員工紅利與員工共享並參與市場薪資評估，考量評估結果與整體薪酬水準、國內外經濟趨勢結合個人績效予調薪，維持具競爭力之薪酬政策。本公司年度平均調薪幅度為4.5%，其中個人最高調幅為21.6%。
其他電子業,3030,德律,533904,466,"1,146","1,051",968,891,4.63,1179,6.63,,,,
光電業,3031,佰鴻,48677,63,773,797,698,694,0.74,889,1.04,,,,
電子零組件業,3032,偉訓,133100,121,"1,100",948,991,869,4.21,851,5.15,,,,
電子通路業,3033,威健,481508,435,"1,107","1,012",936,896,1.9,981,4.13,,,,
半導體業,3034,聯詠,7279765,2293,"3,175","2,713","2,732","2,398",19.42,1412,9.78,,,,
半導體業,3035,智原,1021133,631,"1,618","1,618","1,365","1,396",1.08,1412,9.78,,,,
電子通路業,3036,文曄,1045192,816,"1,281","1,242","1,049","1,001",5.22,981,4.13,,,,
電子零組件業,3037,欣興,8175275,10863,753,727,646,614,3.74,851,5.15,,,,
光電業,3038,全台,483646,838,577,564,492,481,1.57,889,1.04,,V,,"1.公司營運績效持續提高，員工薪資平均數有顯著成長。
2.本公司主要以台灣為生產基地，產線基層作業人員佔總人數比重逾半，在人力結構不同情況下，員工薪資平均數較同業水準為低。"
其他,3040,遠見,4762,6,794,629,842,666,6.34,855,3.23,,V,,"109年雖然EPS增加,但主因業外獲利較高,反而本業獲利較低,而本公司薪資與本業獲利較有關聯"
半導體業,3041,揚智,340263,199,"1,710","2,416","1,476","2,054",-1.26,1412,9.78,,,V,由於本公司108年度施行一項員工留任計畫，而「非主管職務之員工薪資」須於當年度依薪資扣繳總額一次計入，然薪資費用係按留任期間攤提認列，此時間性差異致本公司近兩年度「經營績效與員工薪酬之關聯」因而脫勾。
電子零組件業,3042,晶技,751280,915,821,674,669,569,4.61,851,5.15,,,,
其他電子業,3043,科風,107026,202,530,513,408,424,-0.25,1179,6.63,,,,
電子零組件業,3044,健鼎,890341,1341,664,702,435,432,11.65,851,5.15,,V,V,"公司員工薪酬係參考PCB同業水準並依各廠營運貢獻與人員職級按公司薪酬規則所定；
因產業特性需要，公司製程直接員工比重高，且對應產能需求調整人力配置，在直接員額編制增加情況下，
員工薪資平均數較前期減少。"
通信網路業,3045,台灣大,3847120,3631,"1,060","1,054",914,909,4.01,1125,2.21,,V,,本公司每年會依照營運目標達成率核定年終獎金、員工酬勞與年度調薪率，以獎勵同仁之貢獻，員工之獎酬在業界具競爭力。相較於同業，本公司員工之年資與年齡較輕，這是影響人事費用多寡原因之一。
電腦及週邊設備業,3046,建碁,61394,64,959,954,910,917,-0.93,1205,4.57,,,,
通信網路業,3047,訊舟,274478,287,956,918,864,818,0.56,1125,2.21,,,,
電子通路業,3048,益登,416083,341,"1,220","1,153","1,041","1,018",3.13,981,4.13,,,,
光電業,3049,精金,258182,303,852,809,724,600,0.43,889,1.04,,,,
光電業,3050,鈺德,122164,200,611,617,575,560,0.8,889,1.04,,,V,"係109年EPS較108年成長6.7%，因109年採用權益法認列之子公司、關聯企業及合資損益之份額90,019仟元，佔淨利77%。109年因Covid-19影響，母公司個體業績衰退，相關之獎金及加班費減少造成平均薪資減少。"
光電業,3051,力特,298049,569,524,516,485,478,0.05,889,1.04,,,,
建材營造,3052,夆典,72530,108,672,608,620,561,1.59,842,1.82,,,,
食品工業,3054,立萬利,16535,17,973,853,858,710,-0.16,813,3.09,,,,
電子通路業,3055,蔚華科,126463,109,"1,160","1,199","1,072","1,099",-0.48,981,4.13,,,,
建材營造,3056,富華新,62932,51,"1,234","1,110",627,776,4.9,842,1.82,,,,
電腦及週邊設備業,3057,喬鼎,218331,199,"1,097","1,025",924,886,-0.69,1205,4.57,,,,
電子零組件業,3058,立德,101815,123,828,838,740,678,-0.76,851,5.15,,,,
光電業,3059,華晶科,234754,189,"1,242","1,350","1,199","1,243",0.6,889,1.04,,,V,"1. 人力結構109年度新增聘僱直接員工，人數近一成，故總平均薪資略低於108年度。
2. 109年度在職月數未達12個月者，本次申報逾二成 (去年僅一成)，故影響總平均薪資。"
電腦及週邊設備業,3060,銘異,209219,346,605,581,548,510,-1.85,1205,4.57,,,,
通信網路業,3062,建漢,159051,164,970,966,917,891,0.07,1125,2.21,,,,
電子零組件業,3090,日電貿,102924,131,786,763,671,650,3.36,851,5.15,,,,
電子零組件業,3092,鴻碩,10323,9,"1,147","1,111",954,962,1.58,851,5.15,,,,
半導體業,3094,聯傑,76157,68,"1,120","1,141","1,072","1,088",0.41,1412,9.78,,,,
數位雲端,3130,一零四,801075,719,"1,114","1,104",972,968,7.8,882,8.17,,,,
通信網路業,3138,耀登,76157,71,"1,073",,841,,2.63,1125,2.21,,V,,"本公司過往用人策略以延攬研發替代役及與學術界合作發展新技術為主，因聘用人員工作經驗相對較同業人員少，故薪資略顯為低。  
目前已積極開拓多元管道招募業界精英，增加技術能量及未來發展性。"
光電業,3149,正達,266900,434,615,525,556,454,-1.42,889,1.04,,,,
生技醫療業,3164,景岳,71000,125,568,571,535,554,0.69,717,2.03,,,V,因福利金申報及人員流動率差異原因造成員工薪資平均數較去年略為減少。
電機機械,3167,大量,165644,229,723,641,639,546,5.23,713,1.57,,,,109年度因處分不動產獲利致淨利大幅增加，因處分不動產屬一時性的獲利，排除後EPS為2.21，與108年度EPS2.22相當，本公司109年度員工薪資平均數723仟元已較108年度641仟元增加13%。
半導體業,3189,景碩,3046027,4893,623,595,528,521,1.21,1412,9.78,,,,
電子通路業,3209,全科,203892,211,966,922,893,844,2.51,981,4.13,,,,
電子零組件業,3229,晟鈦,95186,210,453,476,401,416,-2.27,851,5.15,V,,,109年度受疫情影響整體業績下滑，在產能未達經濟規模、虧損增加及公司資金較為緊縮之前提下，相關人事成本及獎金激勵制度則相對保守謹慎。
電腦及週邊設備業,3231,緯創,11167700,8803,"1,269","1,262","1,085","1,114",3.1,1205,4.57,,,,
半導體業,3257,虹冠電,85779,67,"1,280","1,134","1,128",855,3.34,1412,9.78,,,,
建材營造,3266,昇陽,71107,62,"1,147","1,102","1,139","1,066",0.4,842,1.82,,,,
電子零組件業,3296,勝德,85660,120,714,717,657,674,0.23,851,5.15,,,,
其他電子業,3305,昇貿,88849,152,585,552,483,465,1.51,1179,6.63,,,,
電子零組件業,3308,聯德,11192,20,560,619,478,510,-0.89,851,5.15,,,V,因疫情關係故109年之加權平均員工人數由108年的34人下降至20人，而薪資也因主要異動人員均為薪資較高之中階主管或研發人員，導致109年之平均薪資下降。獲利增加主系因費用撙節所致，費用撙節也包含人事費用的撙節。
通信網路業,3311,閎暉,181616,211,861,915,661,754,-6.1,1125,2.21,,,,
電子通路業,3312,弘憶股,64470,71,908,885,912,865,1.58,981,4.13,,,,
電子零組件業,3321,同泰,254783,508,502,450,445,380,-2.15,851,5.15,,,,
電子零組件業,3338,泰碩,66533,82,811,951,736,885,2.58,851,5.15,,,,
汽車工業,3346,麗清,44511,53,840,861,711,729,0.16,737,5.25,,,,
光電業,3356,奇偶,170960,183,934,882,793,806,1.78,889,1.04,,,,
